  0.00000000E+00  0.42336436E+01
  0.14147013E-01  0.42337195E+01
  0.28294027E-01  0.42339576E+01
  0.42441040E-01  0.42343899E+01
  0.56588054E-01  0.42350679E+01
  0.70735067E-01  0.42360622E+01
  0.84882081E-01  0.42374599E+01
  0.99029094E-01  0.42393623E+01
  0.11317611E+00  0.42418821E+01
  0.12732312E+00  0.42451398E+01
  0.14147013E+00  0.42492604E+01
  0.15561715E+00  0.42543695E+01
  0.16976416E+00  0.42605896E+01
  0.18391118E+00  0.42680360E+01
  0.19805819E+00  0.42768130E+01
  0.21220520E+00  0.42870106E+01
  0.22635222E+00  0.42987003E+01
  0.24049923E+00  0.43119327E+01
  0.25464624E+00  0.43267339E+01
  0.26879326E+00  0.43431028E+01
  0.28294027E+00  0.43610084E+01
  0.29708728E+00  0.43803873E+01
  0.31123430E+00  0.44011403E+01
  0.32538131E+00  0.44231290E+01
  0.33952832E+00  0.44461718E+01
  0.35367534E+00  0.44700380E+01
  0.36782235E+00  0.44944418E+01
  0.38196936E+00  0.45190340E+01
  0.39611638E+00  0.45433967E+01
  0.41026339E+00  0.45670405E+01
  0.42441040E+00  0.45894154E+01
  0.43855742E+00  0.46099426E+01
  0.45270443E+00  0.46280747E+01
  0.46685145E+00  0.46433802E+01
  0.48099846E+00  0.46537740E+01
  0.49514547E+00  0.46581043E+01
  0.50929249E+00  0.46623327E+01
  0.52343950E+00  0.46663385E+01
  0.53758651E+00  0.46699751E+01
  0.55173353E+00  0.46730655E+01
  0.56588054E+00  0.46753944E+01
  0.58017780E+00  0.46748439E+01
  0.59447506E+00  0.46732023E+01
  0.60877232E+00  0.46704987E+01
  0.62306958E+00  0.46667795E+01
  0.63736684E+00  0.46621071E+01
  0.65166410E+00  0.46565567E+01
  0.66596137E+00  0.46502139E+01
  0.68025863E+00  0.46431714E+01
  0.69455589E+00  0.46355269E+01
  0.70885315E+00  0.46273802E+01
  0.72315041E+00  0.46188314E+01
  0.73744767E+00  0.46099790E+01
  0.75174493E+00  0.46009187E+01
  0.76604219E+00  0.45917420E+01
  0.78033945E+00  0.45825353E+01
  0.79463671E+00  0.45733792E+01
  0.80893397E+00  0.45643482E+01
  0.82323124E+00  0.45555096E+01
  0.83752850E+00  0.45469234E+01
  0.85182576E+00  0.45386424E+01
  0.86612302E+00  0.45307116E+01
  0.88042028E+00  0.45231683E+01
  0.89471754E+00  0.45160424E+01
  0.90901480E+00  0.45093565E+01
  0.92331206E+00  0.45031257E+01
  0.93760932E+00  0.44973586E+01
  0.95190658E+00  0.44920573E+01
  0.96620384E+00  0.44872182E+01
  0.98050111E+00  0.44828324E+01
  0.99479837E+00  0.44788867E+01
  0.10090956E+01  0.44753638E+01
  0.10233929E+01  0.44722439E+01
  0.10376901E+01  0.44695046E+01
  0.10519874E+01  0.44671222E+01
  0.10662847E+01  0.44650726E+01
  0.10805819E+01  0.44633318E+01
  0.10948792E+01  0.44618765E+01
  0.11091765E+01  0.44606852E+01
  0.11234737E+01  0.44597389E+01
  0.11377710E+01  0.44590209E+01
  0.11520682E+01  0.44585178E+01
  0.11663655E+01  0.44582200E+01
  0.11806628E+01  0.44581214E+01
  0.11948250E+01  0.44579105E+01
  0.12089872E+01  0.44572797E+01
  0.12231494E+01  0.44562386E+01
  0.12373116E+01  0.44548019E+01
  0.12514738E+01  0.44529901E+01
  0.12656360E+01  0.44508284E+01
  0.12797982E+01  0.44483464E+01
  0.12939604E+01  0.44455775E+01
  0.13081227E+01  0.44425581E+01
  0.13222849E+01  0.44393271E+01
  0.13364471E+01  0.44359257E+01
  0.13506093E+01  0.44323960E+01
  0.13647715E+01  0.44287813E+01
  0.13789337E+01  0.44251250E+01
  0.13930959E+01  0.44214702E+01
  0.14072581E+01  0.44178588E+01
  0.14214203E+01  0.44143307E+01
  0.14355826E+01  0.44109229E+01
  0.14497448E+01  0.44076681E+01
  0.14639070E+01  0.44045935E+01
  0.14780692E+01  0.44017194E+01
  0.14922314E+01  0.43990574E+01
  0.15063936E+01  0.43966092E+01
  0.15205558E+01  0.43943647E+01
  0.15347180E+01  0.43923006E+01
  0.15488802E+01  0.43903789E+01
  0.15630425E+01  0.43885456E+01
  0.15772047E+01  0.43867299E+01
  0.15913669E+01  0.43848435E+01
  0.16055291E+01  0.43827813E+01
  0.16196913E+01  0.43804223E+01
  0.16338535E+01  0.43776335E+01
  0.16480157E+01  0.43742761E+01
  0.16621779E+01  0.43702153E+01
  0.16763401E+01  0.43653340E+01
  0.16905023E+01  0.43595500E+01
  0.17046646E+01  0.43528334E+01
  0.17188268E+01  0.43452203E+01
  0.17329890E+01  0.43368180E+01
  0.17471512E+01  0.43277986E+01
  0.17613134E+01  0.43183824E+01
  0.17754756E+01  0.43088137E+01
  0.17896378E+01  0.42993376E+01
  0.18038000E+01  0.42901790E+01
  0.18179622E+01  0.42815281E+01
  0.18321245E+01  0.42735331E+01
  0.18462867E+01  0.42662963E+01
  0.18604489E+01  0.42598767E+01
  0.18746111E+01  0.42542934E+01
  0.18887733E+01  0.42495320E+01
  0.19029355E+01  0.42455517E+01
  0.19170977E+01  0.42422921E+01
  0.19312599E+01  0.42396810E+01
  0.19454221E+01  0.42376410E+01
  0.19595844E+01  0.42360957E+01
  0.19737466E+01  0.42349750E+01
  0.19879088E+01  0.42342198E+01
  0.20020710E+01  0.42337853E+01
  0.20162332E+01  0.42336436E+01
  
  0.00000000E+00  0.42720638E+01
  0.14147013E-01  0.42722574E+01
  0.28294027E-01  0.42728421E+01
  0.42441040E-01  0.42738294E+01
  0.56588054E-01  0.42752392E+01
  0.70735067E-01  0.42771000E+01
  0.84882081E-01  0.42794500E+01
  0.99029094E-01  0.42823377E+01
  0.11317611E+00  0.42858227E+01
  0.12732312E+00  0.42899758E+01
  0.14147013E+00  0.42948795E+01
  0.15561715E+00  0.43006275E+01
  0.16976416E+00  0.43073236E+01
  0.18391118E+00  0.43150802E+01
  0.19805819E+00  0.43240163E+01
  0.21220520E+00  0.43342546E+01
  0.22635222E+00  0.43459185E+01
  0.24049923E+00  0.43591281E+01
  0.25464624E+00  0.43739969E+01
  0.26879326E+00  0.43906270E+01
  0.28294027E+00  0.44091061E+01
  0.29708728E+00  0.44295029E+01
  0.31123430E+00  0.44518644E+01
  0.32538131E+00  0.44762119E+01
  0.33952832E+00  0.45025375E+01
  0.35367534E+00  0.45307969E+01
  0.36782235E+00  0.45608854E+01
  0.38196936E+00  0.45924990E+01
  0.39611638E+00  0.46226913E+01
  0.41026339E+00  0.46328481E+01
  0.42441040E+00  0.46370388E+01
  0.43855742E+00  0.46410511E+01
  0.45270443E+00  0.46451828E+01
  0.46685145E+00  0.46494408E+01
  0.48099846E+00  0.46556237E+01
  0.49514547E+00  0.46648041E+01
  0.50929249E+00  0.46711309E+01
  0.52343950E+00  0.46749526E+01
  0.53758651E+00  0.46766754E+01
  0.55173353E+00  0.46767016E+01
  0.56588054E+00  0.46753944E+01
  0.58017780E+00  0.46748442E+01
  0.59447506E+00  0.46732029E+01
  0.60877232E+00  0.46704995E+01
  0.62306958E+00  0.46667805E+01
  0.63736684E+00  0.46621082E+01
  0.65166410E+00  0.46565579E+01
  0.66596137E+00  0.46502150E+01
  0.68025863E+00  0.46431724E+01
  0.69455589E+00  0.46355278E+01
  0.70885315E+00  0.46273809E+01
  0.72315041E+00  0.46188319E+01
  0.73744767E+00  0.46099793E+01
  0.75174493E+00  0.46009188E+01
  0.76604219E+00  0.45917421E+01
  0.78033945E+00  0.45825355E+01
  0.79463671E+00  0.45733795E+01
  0.80893397E+00  0.45643486E+01
  0.82323124E+00  0.45555099E+01
  0.83752850E+00  0.45469236E+01
  0.85182576E+00  0.45386425E+01
  0.86612302E+00  0.45307116E+01
  0.88042028E+00  0.45231684E+01
  0.89471754E+00  0.45160428E+01
  0.90901480E+00  0.45093570E+01
  0.92331206E+00  0.45031264E+01
  0.93760932E+00  0.44973594E+01
  0.95190658E+00  0.44920583E+01
  0.96620384E+00  0.44872192E+01
  0.98050111E+00  0.44828335E+01
  0.99479837E+00  0.44788877E+01
  0.10090956E+01  0.44753648E+01
  0.10233929E+01  0.44722447E+01
  0.10376901E+01  0.44695052E+01
  0.10519874E+01  0.44671227E+01
  0.10662847E+01  0.44650729E+01
  0.10805819E+01  0.44633319E+01
  0.10948792E+01  0.44618767E+01
  0.11091765E+01  0.44606857E+01
  0.11234737E+01  0.44597395E+01
  0.11377710E+01  0.44590216E+01
  0.11520682E+01  0.44585187E+01
  0.11663655E+01  0.44582210E+01
  0.11806628E+01  0.44581224E+01
  0.11948250E+01  0.44584125E+01
  0.12089872E+01  0.44592936E+01
  0.12231494E+01  0.44607923E+01
  0.12373116E+01  0.44629525E+01
  0.12514738E+01  0.44658316E+01
  0.12656360E+01  0.44694974E+01
  0.12797982E+01  0.44740235E+01
  0.12939604E+01  0.44794848E+01
  0.13081227E+01  0.44859521E+01
  0.13222849E+01  0.44934869E+01
  0.13364471E+01  0.45021362E+01
  0.13506093E+01  0.45119276E+01
  0.13647715E+01  0.45228643E+01
  0.13789337E+01  0.45349218E+01
  0.13930959E+01  0.45480427E+01
  0.14072581E+01  0.45621315E+01
  0.14214203E+01  0.45770434E+01
  0.14355826E+01  0.45925572E+01
  0.14497448E+01  0.46082852E+01
  0.14639070E+01  0.46233102E+01
  0.14780692E+01  0.46345228E+01
  0.14922314E+01  0.46353598E+01
  0.15063936E+01  0.46279741E+01
  0.15205558E+01  0.46176876E+01
  0.15347180E+01  0.46061111E+01
  0.15488802E+01  0.45937003E+01
  0.15630425E+01  0.45806328E+01
  0.15772047E+01  0.45670041E+01
  0.15913669E+01  0.45528837E+01
  0.16055291E+01  0.45383345E+01
  0.16196913E+01  0.45234220E+01
  0.16338535E+01  0.45082181E+01
  0.16480157E+01  0.44928032E+01
  0.16621779E+01  0.44772667E+01
  0.16763401E+01  0.44617064E+01
  0.16905023E+01  0.44462272E+01
  0.17046646E+01  0.44309395E+01
  0.17188268E+01  0.44159564E+01
  0.17329890E+01  0.44013916E+01
  0.17471512E+01  0.43873561E+01
  0.17613134E+01  0.43739552E+01
  0.17754756E+01  0.43612844E+01
  0.17896378E+01  0.43494254E+01
  0.18038000E+01  0.43384426E+01
  0.18179622E+01  0.43283804E+01
  0.18321245E+01  0.43192629E+01
  0.18462867E+01  0.43110937E+01
  0.18604489E+01  0.43038578E+01
  0.18746111E+01  0.42975240E+01
  0.18887733E+01  0.42920482E+01
  0.19029355E+01  0.42873766E+01
  0.19170977E+01  0.42834494E+01
  0.19312599E+01  0.42802045E+01
  0.19454221E+01  0.42775809E+01
  0.19595844E+01  0.42755215E+01
  0.19737466E+01  0.42739760E+01
  0.19879088E+01  0.42729031E+01
  0.20020710E+01  0.42722720E+01
  0.20162332E+01  0.42720638E+01
  
  0.00000000E+00  0.46431794E+01
  0.14147013E-01  0.46430552E+01
  0.28294027E-01  0.46426851E+01
  0.42441040E-01  0.46420755E+01
  0.56588054E-01  0.46412375E+01
  0.70735067E-01  0.46401863E+01
  0.84882081E-01  0.46389414E+01
  0.99029094E-01  0.46375265E+01
  0.11317611E+00  0.46359688E+01
  0.12732312E+00  0.46342997E+01
  0.14147013E+00  0.46325535E+01
  0.15561715E+00  0.46307675E+01
  0.16976416E+00  0.46289814E+01
  0.18391118E+00  0.46272369E+01
  0.19805819E+00  0.46255765E+01
  0.21220520E+00  0.46240435E+01
  0.22635222E+00  0.46226808E+01
  0.24049923E+00  0.46215303E+01
  0.25464624E+00  0.46206318E+01
  0.26879326E+00  0.46200230E+01
  0.28294027E+00  0.46197380E+01
  0.29708728E+00  0.46198072E+01
  0.31123430E+00  0.46202569E+01
  0.32538131E+00  0.46211097E+01
  0.33952832E+00  0.46223859E+01
  0.35367534E+00  0.46241096E+01
  0.36782235E+00  0.46263310E+01
  0.38196936E+00  0.46292667E+01
  0.39611638E+00  0.46357422E+01
  0.41026339E+00  0.46642189E+01
  0.42441040E+00  0.47004428E+01
  0.43855742E+00  0.47384091E+01
  0.45270443E+00  0.47775674E+01
  0.46685145E+00  0.48176148E+01
  0.48099846E+00  0.48582462E+01
  0.49514547E+00  0.48990876E+01
  0.50929249E+00  0.49396171E+01
  0.52343950E+00  0.49790074E+01
  0.53758651E+00  0.50157778E+01
  0.55173353E+00  0.50470760E+01
  0.56588054E+00  0.50678651E+01
